what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505650400
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505663063
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505668300
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505703636
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505706671
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505712817
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505715726
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505737134
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505743816
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505746125
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505752087
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505776481
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505780552
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505831763
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505862732
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505881640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505885445
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1301505906309
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505915384
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505921433
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505939528
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505962577
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505975273
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301505978242
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506001445
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506006597
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506216245
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506234084
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506284287
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506290085
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1301506290125
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506292638
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506346715
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506352588
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506493124
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506499286
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1301506515771
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506518604
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506531886
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506678075
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301506683593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506690458
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506695907
started,bundle,org.eclipse.wst.common.environment,1.0.400.v200912181832,"org.eclipse.wst.common.environment",1301506705505
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506705904
started,bundle,org.eclipse.emf.codegen,2.6.0.v20100914-1218,"org.eclipse.emf.codegen",1301506713237
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506713434
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506713915
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301506714047
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506719019
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506784082
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506789796
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506795492
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506887124
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506916695
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301506936117
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301507006588
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301507017538
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301507021096
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301507039368
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301507042120
